MCMZOS304;ewCBSGGD
MCMZOS305;ewCBSGGD
MAALTIJD_D;ewGGD
VITAMD;ewGGD
AFVALLEN;ewGGD
adlbeperkingen;ewGGD
adlzorg;ewGGD
adlmob;ewGGD
HDA14M;ewGGD
hda_1di;ewGGD
hda_2di;ewGGD
hda_3di;ewGGD
hda_4di;ewGGD
HDAvervoerM;ewGGD
xvallen_r;ewGGD
xvallen_r2;ewGGD
VALONGEVAL5_r;ewGGD
